date,daily_vaccinations,people_fully_vaccinated
2021-02-15,,
2021-02-16,,
2021-02-17,,
2021-02-18,,
2021-02-19,,
2021-02-20,,
2021-02-21,,
2021-02-22,3.0,
2021-02-23,411.0,
